2025-05-12T19:05:06.620474+0800 INFO Individual Scores:
2025-05-12T19:05:07.000281+0800 INFO Choice 162: nan
2025-05-12T19:05:07.000805+0800 INFO Choice 163: nan
2025-05-12T19:05:07.000805+0800 INFO Choice 164: nan
2025-05-12T19:05:07.001326+0800 INFO Choice 165: nan
2025-05-12T19:05:07.001326+0800 INFO Choice 166: nan
2025-05-12T19:05:07.001860+0800 INFO Choice 167: nan
2025-05-12T19:05:07.001860+0800 INFO Choice 168: nan
2025-05-12T19:05:07.001860+0800 INFO Choice 169: nan
2025-05-12T19:05:07.002395+0800 INFO Choice 170: nan
2025-05-12T19:05:07.002395+0800 INFO Choice 171: nan
2025-05-12T19:05:07.002938+0800 INFO Choice 172: nan
2025-05-12T19:05:07.002938+0800 INFO Choice 173: nan
2025-05-12T19:05:07.002938+0800 INFO Choice 174: nan
2025-05-12T19:05:07.003467+0800 INFO Choice 175: nan
2025-05-12T19:05:07.004951+0800 INFO Choice 176: nan
2025-05-12T19:05:07.005497+0800 INFO Choice 177: nan
2025-05-12T19:05:07.006031+0800 INFO Choice 178: nan
2025-05-12T19:05:07.007209+0800 INFO Choice 179: nan
2025-05-12T19:05:07.009186+0800 INFO Choice 180: nan
2025-05-12T19:05:07.009723+0800 INFO Choice 181: nan
2025-05-12T19:05:07.010257+0800 INFO Choice 182: nan
2025-05-12T19:05:07.010257+0800 INFO Choice 183: nan
2025-05-12T19:05:07.010850+0800 INFO Choice 184: nan
2025-05-12T19:05:07.011473+0800 INFO Choice 185: nan
2025-05-12T19:05:07.011473+0800 INFO Choice 186: nan
2025-05-12T19:05:07.012007+0800 INFO Choice 187: nan
2025-05-12T19:05:07.012007+0800 INFO Choice 188: nan
2025-05-12T19:05:07.012546+0800 INFO Choice 189: nan
2025-05-12T19:05:07.013097+0800 INFO Choice 190: nan
2025-05-12T19:05:07.013097+0800 INFO Choice 191: nan
2025-05-12T19:05:07.013627+0800 INFO Choice 192: nan
2025-05-12T19:05:07.014195+0800 INFO Choice 193: nan
2025-05-12T19:05:07.014195+0800 INFO Choice 194: nan
2025-05-12T19:05:07.014743+0800 INFO Choice 195: nan
2025-05-12T19:05:07.014743+0800 INFO Choice 196: nan
2025-05-12T19:05:07.015271+0800 INFO Choice 197: nan
2025-05-12T19:05:07.015271+0800 INFO Choice 198: nan
2025-05-12T19:05:07.015271+0800 INFO Choice 199: nan
2025-05-12T19:05:07.015271+0800 INFO Choice 200: nan
2025-05-12T19:05:07.015860+0800 INFO Choice 201: nan
2025-05-12T19:05:07.016390+0800 INFO Choice 202: nan
2025-05-12T19:05:07.016390+0800 INFO Choice 203: nan
2025-05-12T19:05:07.016915+0800 INFO Choice 204: nan
2025-05-12T19:05:07.017450+0800 INFO Choice 205: nan
2025-05-12T19:05:07.017450+0800 INFO Choice 206: nan
2025-05-12T19:05:07.018049+0800 INFO Choice 207: nan
2025-05-12T19:05:07.018049+0800 INFO Choice 208: nan
2025-05-12T19:05:07.018650+0800 INFO Choice 209: nan
2025-05-12T19:05:07.018650+0800 INFO Choice 210: nan
2025-05-12T19:05:07.019238+0800 INFO Choice 211: nan
2025-05-12T19:05:07.019238+0800 INFO Choice 212: nan
2025-05-12T19:05:07.020033+0800 INFO Choice 213: nan
2025-05-12T19:05:07.020033+0800 INFO Choice 214: nan
2025-05-12T19:05:07.020579+0800 INFO Choice 215: nan
2025-05-12T19:05:07.021114+0800 INFO Choice 216: nan
2025-05-12T19:05:07.021114+0800 INFO Choice 217: nan
2025-05-12T19:05:07.021114+0800 INFO Choice 218: nan
2025-05-12T19:05:07.021641+0800 INFO Choice 219: nan
2025-05-12T19:05:07.021641+0800 INFO Choice 220: nan
2025-05-12T19:05:07.022173+0800 INFO Choice 221: nan
2025-05-12T19:05:07.022783+0800 INFO Choice 222: nan
2025-05-12T19:05:07.022783+0800 INFO Choice 223: nan
2025-05-12T19:05:07.022783+0800 INFO Choice 224: nan
2025-05-12T19:05:07.022783+0800 INFO Choice 225: nan
2025-05-12T19:05:07.023791+0800 INFO Choice 226: nan
2025-05-12T19:05:07.023791+0800 INFO Choice 227: nan
2025-05-12T19:05:07.023791+0800 INFO Choice 228: nan
2025-05-12T19:05:07.023791+0800 INFO Choice 229: nan
2025-05-12T19:05:07.023791+0800 INFO Choice 230: nan
2025-05-12T19:05:07.024792+0800 INFO Choice 231: nan
2025-05-12T19:05:07.024792+0800 INFO Choice 232: nan
2025-05-12T19:05:07.025416+0800 INFO Choice 233: nan
2025-05-12T19:05:07.025416+0800 INFO Choice 234: nan
2025-05-12T19:05:07.025926+0800 INFO Choice 235: nan
2025-05-12T19:05:07.025926+0800 INFO Choice 236: nan
2025-05-12T19:05:07.026458+0800 INFO Choice 237: nan
2025-05-12T19:05:07.026987+0800 INFO Choice 238: nan
2025-05-12T19:05:07.026987+0800 INFO Choice 239: nan
2025-05-12T19:05:07.027516+0800 INFO Choice 240: nan
2025-05-12T19:05:07.027516+0800 INFO Choice 241: nan
2025-05-12T19:05:07.027516+0800 INFO Choice 242: nan
2025-05-12T19:05:07.028098+0800 INFO Choice 243: nan
2025-05-12T19:05:07.028098+0800 INFO Choice 244: nan
2025-05-12T19:05:07.028647+0800 INFO Choice 245: nan
2025-05-12T19:05:07.028647+0800 INFO Choice 246: nan
2025-05-12T19:05:07.029193+0800 INFO Choice 247: nan
2025-05-12T19:05:07.029737+0800 INFO Choice 248: nan
2025-05-12T19:05:07.029737+0800 INFO Choice 249: nan
2025-05-12T19:05:07.030277+0800 INFO Choice 250: nan
2025-05-12T19:05:07.030277+0800 INFO Choice 251: nan
2025-05-12T19:05:07.030809+0800 INFO Choice 252: nan
2025-05-12T19:05:07.030809+0800 INFO Choice 253: nan
2025-05-12T19:05:07.031337+0800 INFO Choice 254: nan
2025-05-12T19:05:07.031337+0800 INFO Choice 255: nan
2025-05-12T19:05:07.031886+0800 INFO Choice 256: nan
2025-05-12T19:05:07.032409+0800 INFO Choice 257: nan
2025-05-12T19:05:07.032409+0800 INFO Choice 258: nan
2025-05-12T19:05:07.032964+0800 INFO Choice 259: nan
2025-05-12T19:05:07.033497+0800 INFO Choice 260: nan
2025-05-12T19:05:07.033497+0800 INFO Choice 261: nan
2025-05-12T19:05:07.034058+0800 INFO Choice 262: nan
2025-05-12T19:05:07.034802+0800 INFO Choice 263: nan
2025-05-12T19:05:07.035442+0800 INFO Choice 264: nan
2025-05-12T19:05:07.035972+0800 INFO Choice 265: nan
2025-05-12T19:05:07.035972+0800 INFO Choice 266: nan
2025-05-12T19:05:07.036530+0800 INFO Choice 267: nan
2025-05-12T19:05:07.036530+0800 INFO Choice 268: nan
2025-05-12T19:05:07.037057+0800 INFO Choice 269: nan
2025-05-12T19:05:07.037593+0800 INFO Choice 270: nan
2025-05-12T19:05:07.037593+0800 INFO Choice 271: nan
2025-05-12T19:05:07.038163+0800 INFO Choice 272: nan
2025-05-12T19:05:07.038698+0800 INFO Choice 273: nan
2025-05-12T19:05:07.038698+0800 INFO Choice 274: nan
2025-05-12T19:05:07.039238+0800 INFO Choice 275: nan
2025-05-12T19:05:07.039238+0800 INFO Choice 276: nan
2025-05-12T19:05:07.039781+0800 INFO Choice 277: nan
2025-05-12T19:05:07.039781+0800 INFO Choice 278: nan
2025-05-12T19:05:07.040313+0800 INFO Choice 279: nan
2025-05-12T19:05:07.040313+0800 INFO Choice 280: nan
2025-05-12T19:05:07.041001+0800 INFO Choice 281: nan
2025-05-12T19:05:07.041001+0800 INFO Choice 282: nan
2025-05-12T19:05:07.041001+0800 INFO Choice 283: nan
2025-05-12T19:05:07.042010+0800 INFO Choice 284: nan
2025-05-12T19:05:07.042010+0800 INFO Choice 285: nan
2025-05-12T19:05:07.042010+0800 INFO Choice 286: nan
2025-05-12T19:05:07.042010+0800 INFO Choice 287: nan
2025-05-12T19:05:07.042760+0800 INFO Choice 288: nan
2025-05-12T19:05:07.042760+0800 INFO Choice 289: nan
2025-05-12T19:05:07.043313+0800 INFO Choice 290: nan
2025-05-12T19:05:07.043850+0800 INFO Choice 291: nan
2025-05-12T19:05:07.043850+0800 INFO Choice 292: nan
2025-05-12T19:05:07.044378+0800 INFO Choice 293: nan
2025-05-12T19:05:07.044378+0800 INFO Choice 294: nan
2025-05-12T19:05:07.044913+0800 INFO Choice 295: nan
2025-05-12T19:05:07.044913+0800 INFO Choice 296: nan
2025-05-12T19:05:07.045461+0800 INFO Choice 297: nan
2025-05-12T19:05:07.045987+0800 INFO Choice 298: nan
2025-05-12T19:05:07.045987+0800 INFO Choice 299: nan
2025-05-12T19:05:07.046526+0800 INFO Choice 300: nan
2025-05-12T19:05:07.046526+0800 INFO Choice 301: nan
2025-05-12T19:05:07.047069+0800 INFO Choice 302: nan
2025-05-12T19:05:07.047069+0800 INFO Choice 303: nan
2025-05-12T19:05:07.047655+0800 INFO Choice 304: nan
2025-05-12T19:05:07.047655+0800 INFO Choice 305: nan
2025-05-12T19:05:07.048194+0800 INFO Choice 306: nan
2025-05-12T19:05:07.048194+0800 INFO Choice 307: nan
2025-05-12T19:05:07.048733+0800 INFO Choice 308: nan
2025-05-12T19:05:07.049257+0800 INFO Choice 309: nan
2025-05-12T19:05:07.049931+0800 INFO Choice 310: nan
2025-05-12T19:05:07.049931+0800 INFO Choice 311: nan
2025-05-12T19:05:07.050475+0800 INFO Choice 312: nan
2025-05-12T19:05:07.050475+0800 INFO Choice 313: nan
2025-05-12T19:05:07.051013+0800 INFO Choice 314: nan
2025-05-12T19:05:07.051013+0800 INFO Choice 315: nan
2025-05-12T19:05:07.051539+0800 INFO Choice 316: nan
2025-05-12T19:05:07.051539+0800 INFO Choice 317: nan
2025-05-12T19:05:07.052129+0800 INFO Choice 318: nan
2025-05-12T19:05:07.052700+0800 INFO Choice 319: nan
2025-05-12T19:05:07.052700+0800 INFO Choice 320: nan
2025-05-12T19:05:07.053258+0800 INFO Choice 321: nan
2025-05-12T19:05:07.053258+0800 INFO Choice 322: nan
2025-05-12T19:05:07.053842+0800 INFO Choice 323: nan
2025-05-12T19:05:07.053842+0800 INFO Choice 324: nan
2025-05-12T19:05:07.054382+0800 INFO Choice 325: nan
2025-05-12T19:05:07.054382+0800 INFO Choice 326: nan
2025-05-12T19:05:07.054921+0800 INFO Choice 327: nan
2025-05-12T19:05:07.054921+0800 INFO Choice 328: nan
2025-05-12T19:05:07.055473+0800 INFO Choice 329: nan
2025-05-12T19:05:07.055473+0800 INFO Choice 330: nan
2025-05-12T19:05:07.055996+0800 INFO Choice 331: nan
2025-05-12T19:05:07.055996+0800 INFO Choice 332: nan
2025-05-12T19:05:07.056519+0800 INFO Choice 333: nan
2025-05-12T19:05:07.056519+0800 INFO Choice 334: nan
2025-05-12T19:05:07.057098+0800 INFO Choice 335: nan
2025-05-12T19:05:07.057098+0800 INFO Choice 336: nan
2025-05-12T19:05:07.057633+0800 INFO Choice 337: nan
2025-05-12T19:05:07.057633+0800 INFO Choice 338: nan
2025-05-12T19:05:07.058188+0800 INFO Choice 339: nan
2025-05-12T19:05:07.058726+0800 INFO Choice 340: nan
2025-05-12T19:05:07.058726+0800 INFO Choice 341: nan
2025-05-12T19:05:07.059270+0800 INFO Choice 342: nan
2025-05-12T19:05:07.059893+0800 INFO Choice 343: nan
2025-05-12T19:05:07.060422+0800 INFO Choice 344: nan
2025-05-12T19:05:07.061133+0800 INFO Choice 345: nan
2025-05-12T19:05:07.061656+0800 INFO Choice 346: nan
2025-05-12T19:05:07.061656+0800 INFO Choice 347: nan
2025-05-12T19:05:07.062186+0800 INFO Choice 348: nan
2025-05-12T19:05:07.062186+0800 INFO Choice 349: nan
2025-05-12T19:05:07.062739+0800 INFO Choice 350: nan
2025-05-12T19:05:07.063287+0800 INFO Choice 351: nan
2025-05-12T19:05:07.063287+0800 INFO Choice 352: nan
2025-05-12T19:05:07.063287+0800 INFO Choice 353: nan
2025-05-12T19:05:07.063839+0800 INFO Choice 354: nan
2025-05-12T19:05:07.064423+0800 INFO Choice 355: nan
2025-05-12T19:05:07.064423+0800 INFO Choice 356: nan
2025-05-12T19:05:07.064760+0800 INFO Choice 357: nan
2025-05-12T19:05:07.065266+0800 INFO Choice 358: nan
2025-05-12T19:05:07.065806+0800 INFO Choice 359: nan
2025-05-12T19:05:07.065806+0800 INFO Choice 360: nan
2025-05-12T19:05:07.066349+0800 INFO Choice 361: nan
2025-05-12T19:05:07.066349+0800 INFO Choice 362: nan
2025-05-12T19:05:07.066902+0800 INFO Choice 363: nan
2025-05-12T19:05:07.066902+0800 INFO Choice 364: nan
2025-05-12T19:05:07.067435+0800 INFO Choice 365: nan
2025-05-12T19:05:07.067988+0800 INFO Choice 366: nan
2025-05-12T19:05:07.067988+0800 INFO Choice 367: nan
2025-05-12T19:05:07.067988+0800 INFO Choice 368: nan
2025-05-12T19:05:07.068527+0800 INFO Choice 369: nan
2025-05-12T19:05:07.069066+0800 INFO Choice 370: nan
2025-05-12T19:05:07.069066+0800 INFO Choice 371: nan
2025-05-12T19:05:07.069602+0800 INFO Choice 372: nan
2025-05-12T19:05:07.069602+0800 INFO Choice 373: nan
2025-05-12T19:05:07.070131+0800 INFO Choice 374: nan
2025-05-12T19:05:07.070131+0800 INFO Choice 375: nan
2025-05-12T19:05:07.070659+0800 INFO Choice 376: nan
2025-05-12T19:05:07.070659+0800 INFO Choice 377: nan
2025-05-12T19:05:07.070659+0800 INFO Choice 378: nan
2025-05-12T19:05:07.070659+0800 INFO Choice 379: nan
2025-05-12T19:05:07.070659+0800 INFO Choice 380: nan
2025-05-12T19:05:07.071667+0800 INFO Choice 381: nan
2025-05-12T19:05:07.071667+0800 INFO Choice 382: nan
2025-05-12T19:05:07.071667+0800 INFO Choice 383: nan
2025-05-12T19:05:07.071667+0800 INFO Choice 384: nan
2025-05-12T19:05:07.072666+0800 INFO Choice 385: nan
2025-05-12T19:05:07.072666+0800 INFO Choice 386: nan
2025-05-12T19:05:07.072666+0800 INFO Choice 387: nan
2025-05-12T19:05:07.072666+0800 INFO Choice 388: nan
2025-05-12T19:05:07.072666+0800 INFO Choice 389: nan
2025-05-12T19:05:07.073668+0800 INFO Choice 390: nan
2025-05-12T19:05:07.073668+0800 INFO Choice 391: nan
2025-05-12T19:05:07.073668+0800 INFO Choice 392: nan
2025-05-12T19:05:07.073668+0800 INFO Choice 393: nan
2025-05-12T19:05:07.074667+0800 INFO Choice 394: nan
2025-05-12T19:05:07.074667+0800 INFO Choice 395: nan
2025-05-12T19:05:07.074667+0800 INFO Choice 396: nan
2025-05-12T19:05:07.074667+0800 INFO Choice 397: nan
2025-05-12T19:05:07.074667+0800 INFO Choice 398: nan
2025-05-12T19:05:07.074667+0800 INFO Choice 399: nan
2025-05-12T19:05:07.074667+0800 INFO Choice 400: nan
2025-05-12T19:05:07.074667+0800 INFO Choice 401: nan
2025-05-12T19:05:07.076175+0800 INFO Choice 402: nan
2025-05-12T19:05:07.076175+0800 INFO Choice 403: nan
2025-05-12T19:05:07.076175+0800 INFO Choice 404: nan
2025-05-12T19:05:07.076175+0800 INFO Choice 405: nan
2025-05-12T19:05:07.076175+0800 INFO Choice 406: nan
2025-05-12T19:05:07.077185+0800 INFO Choice 407: nan
2025-05-12T19:05:07.077185+0800 INFO Choice 408: nan
2025-05-12T19:05:07.077185+0800 INFO Choice 409: nan
2025-05-12T19:05:07.077185+0800 INFO Choice 410: nan
2025-05-12T19:05:07.078183+0800 INFO Choice 411: nan
2025-05-12T19:05:07.078183+0800 INFO Choice 412: nan
